"release_date","Artist","Popularity"
2009-11-20,"Britney Spears",0
2009-11-20,"Coldplay",0
2009-11-20,"Don Omar",0
2009-11-20,"Eminem",0
2009-11-20,"Kanye West",0
2009-11-20,"Nickelback",0
2009-11-20,"Rihanna",79
2009-11-20,"Seether",0
2009-11-20,"Shakira",0
2010-03-14,"Black Eyed Peas",0
2010-03-14,"Britney Spears",0
2010-03-14,"Coldplay",0
2010-03-14,"Don Omar",0
2010-03-14,"Eminem",0
2010-03-14,"Kanye West",0
2010-03-14,"Nickelback",0
2010-03-14,"Rihanna",0
2010-03-14,"Seether",0
2010-03-14,"Shakira",0
2001-03-27,"Black Eyed Peas",0
2001-03-27,"Britney Spears",0
2001-03-27,"Coldplay",0
2001-03-27,"Don Omar",0
2001-03-27,"Eminem",0
2001-03-27,"Kanye West",0
2001-03-27,"Nickelback",0
2001-03-27,"Rihanna",0
2001-03-27,"Seether",0
2001-03-27,"Shakira",0
2007-07-03,"Black Eyed Peas",0
2007-07-03,"Britney Spears",0
2007-07-03,"Coldplay",0
2007-07-03,"Don Omar",0
2007-07-03,"Eminem",0
2007-07-03,"Kanye West",0
2007-07-03,"Nickelback",0
2007-07-03,"Rihanna",0
2007-07-03,"Seether",0
2007-07-03,"Shakira",0
2003-08-17,"Black Eyed Peas",0
2003-08-17,"Britney Spears",0
2003-08-17,"Coldplay",0
2003-08-17,"Don Omar",0
2003-08-17,"Eminem",0
2003-08-17,"Kanye West",0
2003-08-17,"Nickelback",0
2003-08-17,"Rihanna",0
2003-08-17,"Seether",0
2003-08-17,"Shakira",0
2007-07-23,"Black Eyed Peas",0
2007-07-23,"Britney Spears",0
2007-07-23,"Coldplay",0
2007-07-23,"Don Omar",0
2007-07-23,"Eminem",0
2007-07-23,"Kanye West",0
2007-07-23,"Nickelback",0
2007-07-23,"Rihanna",0
2007-07-23,"Seether",0
2007-07-23,"Shakira",0
2009-09-07,"Black Eyed Peas",0
2009-09-07,"Britney Spears",0
2009-09-07,"Coldplay",0
2009-09-07,"Don Omar",0
2009-09-07,"Eminem",0
2009-09-07,"Kanye West",0
2009-09-07,"Nickelback",0
2009-09-07,"Rihanna",0
2009-09-07,"Seether",0
2009-09-07,"Shakira",0
2000-08-08,"Black Eyed Peas",0
2000-08-08,"Britney Spears",0
2000-08-08,"Coldplay",0
2000-08-08,"Don Omar",0
2000-08-08,"Eminem",0
2000-08-08,"Kanye West",0
2000-08-08,"Nickelback",0
2000-08-08,"Rihanna",0
2000-08-08,"Seether",0
2000-08-08,"Shakira",0
2001-11-13,"Black Eyed Peas",0
2001-11-13,"Britney Spears",0
2001-11-13,"Coldplay",0
2001-11-13,"Don Omar",0
2001-11-13,"Eminem",0
2001-11-13,"Kanye West",0
2001-11-13,"Nickelback",0
2001-11-13,"Rihanna",0
2001-11-13,"Seether",0
2001-11-13,"Shakira",80
2005-11-28,"Black Eyed Peas",0
2005-11-28,"Britney Spears",0
2005-11-28,"Coldplay",0
2005-11-28,"Don Omar",0
2005-11-28,"Eminem",0
2005-11-28,"Kanye West",0
2005-11-28,"Nickelback",0
2005-11-28,"Rihanna",0
2005-11-28,"Seether",0
2005-11-28,"Shakira",86
2003-05-27,"Black Eyed Peas",0
2003-05-27,"Britney Spears",0
2003-05-27,"Coldplay",0
2003-05-27,"Don Omar",0
2003-05-27,"Eminem",0
2003-05-27,"Kanye West",0
2003-05-27,"Nickelback",0
2003-05-27,"Rihanna",0
2003-05-27,"Seether",0
2003-05-27,"Shakira",0
2008-06-24,"Black Eyed Peas",0
2008-06-24,"Britney Spears",0
2008-06-24,"Coldplay",0
2008-06-24,"Don Omar",0
2008-06-24,"Eminem",0
2008-06-24,"Kanye West",0
2008-06-24,"Nickelback",0
2008-06-24,"Rihanna",0
2008-06-24,"Seether",0
2008-06-24,"Shakira",0
2008-08-20,"Black Eyed Peas",0
2008-08-20,"Britney Spears",0
2008-08-20,"Coldplay",0
2008-08-20,"Don Omar",0
2008-08-20,"Eminem",0
2008-08-20,"Kanye West",0
2008-08-20,"Nickelback",0
2008-08-20,"Rihanna",0
2008-08-20,"Seether",0
2008-08-20,"Shakira",0
2001-11-06,"Black Eyed Peas",0
2001-11-06,"Britney Spears",0
2001-11-06,"Coldplay",0
2001-11-06,"Don Omar",0
2001-11-06,"Eminem",0
2001-11-06,"Kanye West",0
2001-11-06,"Nickelback",0
2001-11-06,"Rihanna",0
2001-11-06,"Seether",0
2001-11-06,"Shakira",0
2001-05-22,"Black Eyed Peas",0
2001-05-22,"Britney Spears",0
2001-05-22,"Coldplay",0
2001-05-22,"Don Omar",0
2001-05-22,"Eminem",0
2001-05-22,"Kanye West",0
2001-05-22,"Nickelback",0
2001-05-22,"Rihanna",0
2001-05-22,"Seether",0
2001-05-22,"Shakira",0
2003-05-13,"Black Eyed Peas",0
2003-05-13,"Britney Spears",0
2003-05-13,"Coldplay",0
2003-05-13,"Don Omar",0
2003-05-13,"Eminem",0
2003-05-13,"Kanye West",0
2003-05-13,"Nickelback",0
2003-05-13,"Rihanna",0
2003-05-13,"Seether",0
2003-05-13,"Shakira",0
2001-09-04,"Black Eyed Peas",0
2001-09-04,"Britney Spears",0
2001-09-04,"Coldplay",0
2001-09-04,"Don Omar",0
2001-09-04,"Eminem",0
2001-09-04,"Kanye West",0
2001-09-04,"Nickelback",0
2001-09-04,"Rihanna",0
2001-09-04,"Seether",0
2001-09-04,"Shakira",0
2005-05-17,"Black Eyed Peas",0
2005-05-17,"Britney Spears",0
2005-05-17,"Coldplay",0
2005-05-17,"Don Omar",0
2005-05-17,"Eminem",0
2005-05-17,"Kanye West",0
2005-05-17,"Nickelback",0
2005-05-17,"Rihanna",0
2005-05-17,"Seether",0
2005-05-17,"Shakira",0
2005-11-22,"Black Eyed Peas",0
2005-11-22,"Britney Spears",0
2005-11-22,"Coldplay",0
2005-11-22,"Don Omar",0
2005-11-22,"Eminem",0
2005-11-22,"Kanye West",0
2005-11-22,"Nickelback",0
2005-11-22,"Rihanna",0
2005-11-22,"Seether",0
2005-11-22,"Shakira",0
2007-06-05,"Black Eyed Peas",0
2007-06-05,"Britney Spears",0
2007-06-05,"Coldplay",0
2007-06-05,"Don Omar",0
2007-06-05,"Eminem",0
2007-06-05,"Kanye West",0
2007-06-05,"Nickelback",0
2007-06-05,"Rihanna",0
2007-06-05,"Seether",0
2007-06-05,"Shakira",0
2008-09-07,"Black Eyed Peas",0
2008-09-07,"Britney Spears",0
2008-09-07,"Coldplay",0
2008-09-07,"Don Omar",0
2008-09-07,"Eminem",0
2008-09-07,"Kanye West",0
2008-09-07,"Nickelback",0
2008-09-07,"Rihanna",0
2008-09-07,"Seether",0
2008-09-07,"Shakira",0
2002-03-26,"Black Eyed Peas",0
2002-03-26,"Britney Spears",0
2002-03-26,"Coldplay",0
2002-03-26,"Don Omar",0
2002-03-26,"Eminem",0
2002-03-26,"Kanye West",0
2002-03-26,"Nickelback",0
2002-03-26,"Rihanna",0
2002-03-26,"Seether",0
2002-03-26,"Shakira",0
2006-04-25,"Black Eyed Peas",0
2006-04-25,"Britney Spears",0
2006-04-25,"Coldplay",0
2006-04-25,"Don Omar",0
2006-04-25,"Eminem",0
2006-04-25,"Kanye West",0
2006-04-25,"Nickelback",0
2006-04-25,"Rihanna",0
2006-04-25,"Seether",0
2006-04-25,"Shakira",0
2005-10-24,"Black Eyed Peas",0
2005-10-24,"Britney Spears",0
2005-10-24,"Coldplay",0
2005-10-24,"Don Omar",0
2005-10-24,"Eminem",0
2005-10-24,"Kanye West",0
2005-10-24,"Nickelback",0
2005-10-24,"Rihanna",0
2005-10-24,"Seether",0
2005-10-24,"Shakira",0
2006-10-24,"Black Eyed Peas",0
2006-10-24,"Britney Spears",0
2006-10-24,"Coldplay",0
2006-10-24,"Don Omar",0
2006-10-24,"Eminem",0
2006-10-24,"Kanye West",0
2006-10-24,"Nickelback",0
2006-10-24,"Rihanna",0
2006-10-24,"Seether",0
2006-10-24,"Shakira",0
2008-11-11,"Black Eyed Peas",0
2008-11-11,"Britney Spears",0
2008-11-11,"Coldplay",0
2008-11-11,"Don Omar",0
2008-11-11,"Eminem",0
2008-11-11,"Kanye West",0
2008-11-11,"Nickelback",0
2008-11-11,"Rihanna",0
2008-11-11,"Seether",0
2008-11-11,"Shakira",0
2010-10-25,"Black Eyed Peas",0
2010-10-25,"Britney Spears",0
2010-10-25,"Coldplay",0
2010-10-25,"Don Omar",0
2010-10-25,"Eminem",0
2010-10-25,"Kanye West",0
2010-10-25,"Nickelback",0
2010-10-25,"Rihanna",0
2010-10-25,"Seether",0
2010-10-25,"Shakira",0
2003-07-01,"Black Eyed Peas",0
2003-07-01,"Britney Spears",0
2003-07-01,"Coldplay",0
2003-07-01,"Don Omar",0
2003-07-01,"Eminem",0
2003-07-01,"Kanye West",0
2003-07-01,"Nickelback",0
2003-07-01,"Rihanna",0
2003-07-01,"Seether",0
2003-07-01,"Shakira",0
2002-10-15,"Black Eyed Peas",0
2002-10-15,"Britney Spears",0
2002-10-15,"Coldplay",0
2002-10-15,"Don Omar",0
2002-10-15,"Eminem",0
2002-10-15,"Kanye West",0
2002-10-15,"Nickelback",0
2002-10-15,"Rihanna",0
2002-10-15,"Seether",0
2002-10-15,"Shakira",0
2000-11-13,"Black Eyed Peas",0
2000-11-13,"Britney Spears",0
2000-11-13,"Coldplay",0
2000-11-13,"Don Omar",0
2000-11-13,"Eminem",0
2000-11-13,"Kanye West",0
2000-11-13,"Nickelback",0
2000-11-13,"Rihanna",0
2000-11-13,"Seether",0
2000-11-13,"Shakira",0
2005-09-13,"Black Eyed Peas",0
2005-09-13,"Britney Spears",0
2005-09-13,"Coldplay",0
2005-09-13,"Don Omar",0
2005-09-13,"Eminem",0
2005-09-13,"Kanye West",0
2005-09-13,"Nickelback",0
2005-09-13,"Rihanna",0
2005-09-13,"Seether",0
2005-09-13,"Shakira",0
2009-02-02,"Black Eyed Peas",0
2009-02-02,"Britney Spears",0
2009-02-02,"Coldplay",0
2009-02-02,"Don Omar",0
2009-02-02,"Eminem",0
2009-02-02,"Kanye West",0
2009-02-02,"Nickelback",0
2009-02-02,"Rihanna",0
2009-02-02,"Seether",0
2009-02-02,"Shakira",0
2006-09-27,"Black Eyed Peas",0
2006-09-27,"Britney Spears",0
2006-09-27,"Coldplay",0
2006-09-27,"Don Omar",0
2006-09-27,"Eminem",0
2006-09-27,"Kanye West",0
2006-09-27,"Nickelback",0
2006-09-27,"Rihanna",0
2006-09-27,"Seether",0
2006-09-27,"Shakira",0
2000-11-14,"Black Eyed Peas",0
2000-11-14,"Britney Spears",0
2000-11-14,"Coldplay",0
2000-11-14,"Don Omar",0
2000-11-14,"Eminem",0
2000-11-14,"Kanye West",0
2000-11-14,"Nickelback",0
2000-11-14,"Rihanna",0
2000-11-14,"Seether",0
2000-11-14,"Shakira",0
2001-07-30,"Black Eyed Peas",0
2001-07-30,"Britney Spears",0
2001-07-30,"Coldplay",0
2001-07-30,"Don Omar",0
2001-07-30,"Eminem",0
2001-07-30,"Kanye West",0
2001-07-30,"Nickelback",0
2001-07-30,"Rihanna",0
2001-07-30,"Seether",0
2001-07-30,"Shakira",0
2003-10-28,"Black Eyed Peas",0
2003-10-28,"Britney Spears",0
2003-10-28,"Coldplay",0
2003-10-28,"Don Omar",0
2003-10-28,"Eminem",0
2003-10-28,"Kanye West",0
2003-10-28,"Nickelback",0
2003-10-28,"Rihanna",0
2003-10-28,"Seether",0
2003-10-28,"Shakira",0
2001-07-03,"Black Eyed Peas",0
2001-07-03,"Britney Spears",0
2001-07-03,"Coldplay",0
2001-07-03,"Don Omar",0
2001-07-03,"Eminem",0
2001-07-03,"Kanye West",0
2001-07-03,"Nickelback",0
2001-07-03,"Rihanna",0
2001-07-03,"Seether",0
2001-07-03,"Shakira",0
2003-04-01,"Black Eyed Peas",0
2003-04-01,"Britney Spears",0
2003-04-01,"Coldplay",0
2003-04-01,"Don Omar",0
2003-04-01,"Eminem",0
2003-04-01,"Kanye West",0
2003-04-01,"Nickelback",0
2003-04-01,"Rihanna",0
2003-04-01,"Seether",0
2003-04-01,"Shakira",0
2003-04-19,"Black Eyed Peas",0
2003-04-19,"Britney Spears",0
2003-04-19,"Coldplay",0
2003-04-19,"Don Omar",0
2003-04-19,"Eminem",0
2003-04-19,"Kanye West",0
2003-04-19,"Nickelback",0
2003-04-19,"Rihanna",0
2003-04-19,"Seether",0
2003-04-19,"Shakira",0
2003-07-22,"Black Eyed Peas",0
2003-07-22,"Britney Spears",0
2003-07-22,"Coldplay",0
2003-07-22,"Don Omar",0
2003-07-22,"Eminem",0
2003-07-22,"Kanye West",0
2003-07-22,"Nickelback",0
2003-07-22,"Rihanna",0
2003-07-22,"Seether",0
2003-07-22,"Shakira",0
2006-06-25,"Black Eyed Peas",0
2006-06-25,"Britney Spears",0
2006-06-25,"Coldplay",0
2006-06-25,"Don Omar",0
2006-06-25,"Eminem",0
2006-06-25,"Kanye West",0
2006-06-25,"Nickelback",0
2006-06-25,"Rihanna",0
2006-06-25,"Seether",0
2006-06-25,"Shakira",0
2004-08-17,"Black Eyed Peas",0
2004-08-17,"Britney Spears",0
2004-08-17,"Coldplay",0
2004-08-17,"Don Omar",0
2004-08-17,"Eminem",0
2004-08-17,"Kanye West",0
2004-08-17,"Nickelback",0
2004-08-17,"Rihanna",0
2004-08-17,"Seether",0
2004-08-17,"Shakira",0
2008-05-20,"Black Eyed Peas",0
2008-05-20,"Britney Spears",0
2008-05-20,"Coldplay",0
2008-05-20,"Don Omar",0
2008-05-20,"Eminem",0
2008-05-20,"Kanye West",0
2008-05-20,"Nickelback",0
2008-05-20,"Rihanna",0
2008-05-20,"Seether",0
2008-05-20,"Shakira",0
2001-05-15,"Black Eyed Peas",0
2001-05-15,"Britney Spears",0
2001-05-15,"Coldplay",0
2001-05-15,"Don Omar",0
2001-05-15,"Eminem",0
2001-05-15,"Kanye West",0
2001-05-15,"Nickelback",0
2001-05-15,"Rihanna",0
2001-05-15,"Seether",0
2001-05-15,"Shakira",0
2010-12-01,"Black Eyed Peas",0
2010-12-01,"Britney Spears",0
2010-12-01,"Coldplay",0
2010-12-01,"Don Omar",0
2010-12-01,"Eminem",0
2010-12-01,"Kanye West",0
2010-12-01,"Nickelback",0
2010-12-01,"Rihanna",0
2010-12-01,"Seether",0
2010-12-01,"Shakira",0
2002-11-05,"Black Eyed Peas",0
2002-11-05,"Britney Spears",0
2002-11-05,"Coldplay",0
2002-11-05,"Don Omar",0
2002-11-05,"Eminem",0
2002-11-05,"Kanye West",0
2002-11-05,"Nickelback",0
2002-11-05,"Rihanna",0
2002-11-05,"Seether",0
2002-11-05,"Shakira",0
2010-09-14,"Black Eyed Peas",0
2010-09-14,"Britney Spears",0
2010-09-14,"Coldplay",0
2010-09-14,"Don Omar",0
2010-09-14,"Eminem",0
2010-09-14,"Kanye West",0
2010-09-14,"Nickelback",0
2010-09-14,"Rihanna",0
2010-09-14,"Seether",0
2010-09-14,"Shakira",0
2004-01-27,"Black Eyed Peas",0
2004-01-27,"Britney Spears",0
2004-01-27,"Coldplay",0
2004-01-27,"Don Omar",0
2004-01-27,"Eminem",0
2004-01-27,"Kanye West",0
2004-01-27,"Nickelback",0
2004-01-27,"Rihanna",0
2004-01-27,"Seether",0
2004-01-27,"Shakira",0
2010-02-17,"Black Eyed Peas",0
2010-02-17,"Britney Spears",0
2010-02-17,"Coldplay",0
2010-02-17,"Don Omar",0
2010-02-17,"Eminem",0
2010-02-17,"Kanye West",0
2010-02-17,"Nickelback",0
2010-02-17,"Rihanna",0
2010-02-17,"Seether",0
2010-02-17,"Shakira",0
2000-06-13,"Black Eyed Peas",0
2000-06-13,"Britney Spears",0
2000-06-13,"Coldplay",0
2000-06-13,"Don Omar",0
2000-06-13,"Eminem",0
2000-06-13,"Kanye West",0
2000-06-13,"Nickelback",0
2000-06-13,"Rihanna",0
2000-06-13,"Seether",0
2000-06-13,"Shakira",0
2001-08-07,"Black Eyed Peas",0
2001-08-07,"Britney Spears",0
2001-08-07,"Coldplay",0
2001-08-07,"Don Omar",0
2001-08-07,"Eminem",0
2001-08-07,"Kanye West",0
2001-08-07,"Nickelback",0
2001-08-07,"Rihanna",0
2001-08-07,"Seether",0
2001-08-07,"Shakira",0
2004-03-23,"Black Eyed Peas",0
2004-03-23,"Britney Spears",0
2004-03-23,"Coldplay",0
2004-03-23,"Don Omar",0
2004-03-23,"Eminem",0
2004-03-23,"Kanye West",0
2004-03-23,"Nickelback",0
2004-03-23,"Rihanna",0
2004-03-23,"Seether",0
2004-03-23,"Shakira",0
2010-03-30,"Black Eyed Peas",0
2010-03-30,"Britney Spears",0
2010-03-30,"Coldplay",0
2010-03-30,"Don Omar",0
2010-03-30,"Eminem",0
2010-03-30,"Kanye West",0
2010-03-30,"Nickelback",0
2010-03-30,"Rihanna",0
2010-03-30,"Seether",0
2010-03-30,"Shakira",0
2008-01-29,"Black Eyed Peas",0
2008-01-29,"Britney Spears",0
2008-01-29,"Coldplay",0
2008-01-29,"Don Omar",0
2008-01-29,"Eminem",0
2008-01-29,"Kanye West",0
2008-01-29,"Nickelback",0
2008-01-29,"Rihanna",0
2008-01-29,"Seether",0
2008-01-29,"Shakira",0
2002-04-30,"Black Eyed Peas",0
2002-04-30,"Britney Spears",0
2002-04-30,"Coldplay",0
2002-04-30,"Don Omar",0
2002-04-30,"Eminem",0
2002-04-30,"Kanye West",0
2002-04-30,"Nickelback",0
2002-04-30,"Rihanna",0
2002-04-30,"Seether",0
2002-04-30,"Shakira",0
2010-10-01,"Black Eyed Peas",0
2010-10-01,"Britney Spears",0
2010-10-01,"Coldplay",0
2010-10-01,"Don Omar",0
2010-10-01,"Eminem",0
2010-10-01,"Kanye West",0
2010-10-01,"Nickelback",0
2010-10-01,"Rihanna",0
2010-10-01,"Seether",0
2010-10-01,"Shakira",0
2007-10-07,"Black Eyed Peas",0
2007-10-07,"Britney Spears",0
2007-10-07,"Coldplay",0
2007-10-07,"Don Omar",0
2007-10-07,"Eminem",0
2007-10-07,"Kanye West",0
2007-10-07,"Nickelback",0
2007-10-07,"Rihanna",0
2007-10-07,"Seether",0
2007-10-07,"Shakira",0
2005-05-10,"Black Eyed Peas",0
2005-05-10,"Britney Spears",0
2005-05-10,"Coldplay",0
2005-05-10,"Don Omar",0
2005-05-10,"Eminem",0
2005-05-10,"Kanye West",0
2005-05-10,"Nickelback",0
2005-05-10,"Rihanna",0
2005-05-10,"Seether",0
2005-05-10,"Shakira",0
2000-09-29,"Black Eyed Peas",0
2000-09-29,"Britney Spears",0
2000-09-29,"Coldplay",0
2000-09-29,"Don Omar",0
2000-09-29,"Eminem",0
2000-09-29,"Kanye West",0
2000-09-29,"Nickelback",0
2000-09-29,"Rihanna",0
2000-09-29,"Seether",0
2000-09-29,"Shakira",0
2003-04-29,"Black Eyed Peas",0
2003-04-29,"Britney Spears",0
2003-04-29,"Coldplay",0
2003-04-29,"Don Omar",0
2003-04-29,"Eminem",0
2003-04-29,"Kanye West",0
2003-04-29,"Nickelback",0
2003-04-29,"Rihanna",0
2003-04-29,"Seether",0
2003-04-29,"Shakira",0
2008-11-17,"Black Eyed Peas",0
2008-11-17,"Britney Spears",0
2008-11-17,"Coldplay",0
2008-11-17,"Don Omar",0
2008-11-17,"Eminem",0
2008-11-17,"Kanye West",0
2008-11-17,"Nickelback",0
2008-11-17,"Rihanna",0
2008-11-17,"Seether",0
2008-11-17,"Shakira",0
2010-09-20,"Black Eyed Peas",0
2010-09-20,"Britney Spears",0
2010-09-20,"Coldplay",0
2010-09-20,"Don Omar",0
2010-09-20,"Eminem",0
2010-09-20,"Kanye West",0
2010-09-20,"Nickelback",0
2010-09-20,"Rihanna",0
2010-09-20,"Seether",0
2010-09-20,"Shakira",0
2004-05-04,"Black Eyed Peas",0
2004-05-04,"Britney Spears",0
2004-05-04,"Coldplay",0
2004-05-04,"Don Omar",0
2004-05-04,"Eminem",0
2004-05-04,"Kanye West",0
2004-05-04,"Nickelback",0
2004-05-04,"Rihanna",0
2004-05-04,"Seether",0
2004-05-04,"Shakira",0
